Genreid,Day 
1042,day,93958
11623,day,93959
10218,day,93960
111,night,93961
7713,night,93962
15912,night,93963
7322,day,93964
14005,day,93965
6828,night,93966
8233,night,93967
10274,day,93968
14759,night,93969
12627,day,93970
4359,night,93971
16499,day,93972
137,night,93973
5428,night,93974
7416,night,93975
12805,night,93976
831,night,93977
2829,night,93978
1859,day,93979
13763,night,93980
13312,night,93981
6733,night,93982
5640,night,93983
10023,night,93984
16430,night,93985
9270,night,93986
2331,day,93987
4442,day,93988
6809,day,93989
2924,day,93990
11520,night,93991
12511,day,93992
5243,night,93993
11490,day,93994
5120,day,93995
1475,day,93996
12910,day,93997
10660,day,93998
2363,night,93999
15442,night,94000
14328,day,94001
6859,day,94002
5749,night,94003
11173,night,94004
5250,night,94005
13293,day,94006
9807,night,94007
5463,night,94008
6789,night,94009
5909,day,94010
4081,day,94011
15610,day,94012
4979,night,94013
7073,day,94014
15154,night,94015
7066,day,94016
8246,day,94017
12091,day,94018
4004,night,94019
3759,night,94020
12720,day,94021
11035,night,94022
5157,night,94023
5867,night,94024
8801,day,94025
12879,day,94026
4005,day,94027
13873,night,94028
4571,day,94029
12997,day,94030
2656,day,94031
3829,day,94032
1456,night,94033
7755,day,94034
8120,night,94035
7981,day,94036
13994,day,94037
4809,day,94038
3263,day,94039
9379,day,94040
9573,day,94041
10239,day,94042
3129,day,94043
289,day,94044
4468,night,94045
5312,night,94046
2293,night,94047
5690,day,94048
10165,day,94049
4793,night,94050
3123,night,94051
9075,day,94052
8845,day,94053
7082,day,94054
3446,day,94055
10499,night,94056
1748,day,94057
8252,night,94058
1992,day,94059
2689,day,94060
8162,day,94061
7724,night,94062
16474,night,94063
10132,day,94064
4529,day,94065
14569,day,94066
7379,night,94067
9860,day,94068
10386,day,94069
14487,day,94070
4960,night,94071
11206,day,94072
4354,day,94073
15359,day,94074
10620,day,94075
713,day,94076
6504,day,94077
13949,day,94078
10111,night,94079
12955,night,94080
12472,night,94081
10148,night,94082
12347,night,94083
13655,day,94084
1357,day,94085
344,night,94086
6741,day,94087
2991,day,94088
13863,day,94089
1167,day,94090
9389,day,94091
4265,day,94092
11734,night,94093
16162,day,94094
6349,day,94095
5878,day,94096
16099,day,94097
6886,night,94098
13527,day,94099
2759,night,94100
10809,day,94101
5507,day,94102
14587,day,94103
13454,day,94104
345,day,94105
9817,night,94106
3991,day,94107
7639,night,94108
4525,day,94109
13266,day,94110
4746,night,94111
15869,day,94112
13695,day,94113
3137,night,94114
956,day,94115
16169,day,94116
11469,night,94117
9121,night,94118
2634,night,94119
9491,night,94120
12886,night,94121
5064,day,94122
5421,night,94123
2866,day,94124
3122,night,94125
15940,day,94126
4409,night,94127
15577,day,94128
13970,night,94129
1171,night,94130
2507,day,94131
2606,night,94132
13884,night,94133
5302,day,94134
15123,day,94135
4327,night,94136
7646,night,94137
12999,night,94138
15212,night,94139
1872,day,94140
11827,day,94141
4084,day,94142
14491,night,94143
16397,day,94144
16085,day,94145
5265,day,94146
13268,day,94147
10858,day,94148
5298,day,94149
11875,day,94150
2334,night,94151
4321,day,94152
7656,day,94153
2284,day,94154
6089,night,94155
15223,day,94156
10934,day,94157
1781,day,94158
10989,day,94159
14253,night,94160
22,day,94161
7070,night,94162
293,day,94163
3221,night,94164
6632,day,94165
11612,night,94166
6702,day,94167
13824,day,94168
12530,day,94169
3923,day,94170
13142,day,94171
15964,day,94172
4162,night,94173
4021,day,94174
5204,day,94175
2558,day,94176
9433,day,94177
7060,night,94178
3608,night,94179
2953,day,94180
10941,night,94181
633,day,94182
9591,night,94183
4177,night,94184
11900,day,94185
16669,day,94186
13066,day,94187
7433,day,94188
214,night,94189
16354,night,94190
4463,day,94191
4165,night,94192
248,night,94193
8690,night,94194
2715,night,94195
14720,day,94196
4733,day,94197
9177,night,94198
7995,day,94199
13196,day,94200
10075,night,94201
15571,day,94202
10160,day,94203
13936,day,94204
8661,day,94205
5866,day,94206
311,day,94207
9899,night,94208
15577,day,94209
11268,day,94210
3755,day,94211
419,night,94212
9810,night,94213
355,night,94214
11408,night,94215
12576,night,94216
3635,night,94217
8695,night,94218
15689,night,94219
4508,day,94220
14444,day,94221
9713,day,94222
1461,night,94223
3583,night,94224
4654,night,94225
8444,day,94226
10864,day,94227
1389,night,94228
11111,day,94229
8979,day,94230
234,day,94231
13019,night,94232
8099,night,94233
3584,night,94234
4827,day,94235
6753,night,94236
12619,day,94237
278,day,94238
1651,day,94239
13988,day,94240
5218,night,94241
8706,day,94242
7397,day,94243
9570,day,94244
8654,day,94245
11737,night,94246
16196,night,94247
11709,night,94248
14942,night,94249
10605,night,94250
5888,day,94251
3827,night,94252
11639,day,94253
6451,day,94254
15300,night,94255
11762,day,94256
6916,day,94257
8975,night,94258
14721,night,94259
14933,night,94260
13007,night,94261
12925,night,94262
7474,day,94263
12446,day,94264
730,day,94265
1361,night,94266
13170,night,94267
15368,day,94268
10760,night,94269
5712,day,94270
16266,night,94271
7248,day,94272
2944,night,94273
10105,day,94274
9304,night,94275
2131,night,94276
9710,day,94277
8238,night,94278
13436,day,94279
16443,day,94280
11366,day,94281
6823,night,94282
10817,day,94283
3218,day,94284
2702,day,94285
9523,day,94286
7837,day,94287
10139,day,94288
3746,day,94289
88,night,94290
13249,day,94291
9915,day,94292
6964,day,94293
3565,day,94294
7876,night,94295
4041,day,94296
8132,night,94297
1894,day,94298
10734,night,94299
8905,night,94300
14623,night,94301
16005,night,94302
13976,day,94303
799,night,94304
9476,night,94305
11437,day,94306
819,night,94307
14343,night,94308
5148,day,94309
12943,night,94310
3555,night,94311
11579,day,94312
16582,day,94313
16380,night,94314
491,night,94315
7032,night,94316
8102,day,94317
2576,day,94318
1061,day,94319
6841,day,94320
16314,night,94321
15400,night,94322
14898,day,94323
11769,day,94324
5793,night,94325
10818,day,94326
161,day,94327
13419,day,94328
12724,night,94329
13907,day,94330
3730,night,94331
1300,night,94332
1701,day,94333
13033,day,94334
9000,night,94335
5929,night,94336
10919,day,94337
11667,day,94338
9160,night,94339
13913,day,94340
6911,day,94341
1812,day,94342
9272,day,94343
13955,night,94344
15153,night,94345
15362,night,94346
3231,night,94347
14933,day,94348
10659,night,94349
11797,night,94350
6923,day,94351
12929,day,94352
5672,day,94353
3882,night,94354
7747,day,94355
6190,day,94356
10866,night,94357
14248,day,94358
14569,day,94359
7069,day,94360
5303,night,94361
5057,night,94362
8170,night,94363
1919,day,94364
12638,day,94365
1097,night,94366
2081,day,94367
2021,night,94368
5721,night,94369
5963,day,94370
6321,night,94371
4666,night,94372
14919,day,94373
16392,day,94374
308,night,94375
8657,day,94376
10057,night,94377
967,day,94378
9084,night,94379
5415,day,94380
2942,night,94381
1504,day,94382
6929,night,94383
8415,night,94384
11914,day,94385
13573,night,94386
11829,day,94387
13841,day,94388
5997,day,94389
7120,day,94390
13274,night,94391
15906,night,94392
9832,night,94393
7189,night,94394
58,night,94395
9570,day,94396
1551,night,94397
8133,day,94398
1007,day,94399
1799,night,94400
9488,day,94401
2821,night,94402
9595,day,94403
3662,day,94404
797,night,94405
14075,day,94406
8807,night,94407
14238,night,94408
6844,day,94409
4445,day,94410
494,day,94411
13515,night,94412
13303,night,94413
10696,night,94414
312,day,94415
14420,day,94416
2136,day,94417
1624,night,94418
730,day,94419
10284,day,94420
10686,night,94421
16396,day,94422
1525,day,94423
10461,day,94424
4407,day,94425
7176,day,94426
474,night,94427
7042,day,94428
15910,day,94429
11488,day,94430
9690,night,94431
5823,night,94432
16736,day,94433
6465,night,94434
2651,day,94435
9571,day,94436
5948,night,94437
9212,night,94438
2740,day,94439
1453,day,94440
8942,night,94441
8242,day,94442
2225,night,94443
4374,day,94444
16497,night,94445
1833,day,94446
5627,day,94447
16527,night,94448
6026,day,94449
12364,night,94450
12328,day,94451
7160,day,94452
5807,day,94453
26,night,94454
642,night,94455
2555,day,94456
1552,night,94457
2791,night,94458
6811,night,94459
13484,night,94460
11294,day,94461
9506,night,94462
15992,day,94463
2695,night,94464
8335,night,94465
12017,day,94466
8878,day,94467
9499,day,94468
3522,day,94469
15827,day,94470
12628,day,94471
13719,night,94472
9605,day,94473
7738,day,94474
9610,night,94475
10405,day,94476
6848,day,94477
10312,day,94478
6882,day,94479
905,night,94480
6897,day,94481
13885,day,94482
8368,night,94483
3178,day,94484
2984,day,94485
465,day,94486
376,day,94487
5811,night,94488
8495,day,94489
9024,day,94490
5047,night,94491
10810,day,94492
16720,night,94493
6480,day,94494
11019,night,94495
8413,day,94496
6488,day,94497
244,night,94498
8314,day,94499
6070,day,94500
3266,night,94501
6155,day,94502
10950,day,94503
10969,day,94504
10174,day,94505
2534,day,94506
8849,day,94507
13639,day,94508
4566,night,94509
15944,day,94510
7553,day,94511
16130,night,94512
4119,day,94513
8538,night,94514
13500,day,94515
1345,night,94516
10550,day,94517
11637,night,94518
5157,day,94519
16190,day,94520
1463,night,94521
13197,day,94522
14572,day,94523
10543,day,94524
7621,day,94525
8397,day,94526
10571,night,94527
2890,day,94528
3356,day,94529
12555,day,94530
2094,day,94531
5546,day,94532
8578,night,94533
3297,day,94534
13617,day,94535
10169,day,94536
16235,day,94537
13323,day,94538
6335,night,94539
3283,day,94540
13105,night,94541
7246,night,94542
16262,night,94543
6616,night,94544
9657,night,94545
12815,day,94546
9712,day,94547
2026,day,94548
3190,night,94549
12622,day,94550
3359,night,94551
14081,day,94552
8254,night,94553
11284,day,94554
14586,night,94555
1727,day,94556
9797,night,94557
4173,day,94558
1705,night,94559
13308,day,94560
5688,night,94561
14177,day,94562
1181,day,94563
16079,night,94564
15695,day,94565
92,night,94566
14565,night,94567
15851,night,94568
11557,day,94569
14338,night,94570
15976,night,94571
2531,day,94572
2500,night,94573
6574,day,94574
9145,night,94575
2486,day,94576
11004,night,94577
12864,night,94578
16556,day,94579
14534,night,94580
1862,day,94581
2351,night,94582
1184,night,94583
2686,night,94584
3239,day,94585
6422,day,94586
6778,day,94587
10780,day,94588
3572,night,94589
15085,day,94590
8021,day,94591
16574,day,94592
8693,day,94593
1285,day,94594
13937,night,94595
7551,day,94596
10244,day,94597
2002,night,94598
8396,night,94599
8942,day,94600
9361,night,94601
5979,night,94602
7088,night,94603
3301,night,94604
13086,night,94605
7967,day,94606
3311,night,94607
10632,night,94608
677,day,94609
5841,day,94610
1235,night,94611
1389,day,94612
7491,night,94613
4635,day,94614
8280,day,94615
9672,day,94616
14954,day,94617
12769,day,94618
2546,night,94619
8054,night,94620
15531,night,94621
13987,day,94622
8287,night,94623
9480,night,94624
2336,day,94625
14526,day,94626
5218,night,94627
5427,day,94628
1578,night,94629
5928,day,94630
14721,night,94631
11950,day,94632
13305,day,94633
12952,day,94634
7451,day,94635
761,day,94636
121,night,94637
9084,night,94638
1116,day,94639
13683,night,94640
7151,night,94641
3365,night,94642
3964,night,94643
13300,night,94644
8050,night,94645
835,day,94646
11760,day,94647
10120,day,94648
521,night,94649
15958,night,94650
12751,night,94651
3462,night,94652
8415,day,94653
15117,night,94654
12054,day,94655
4111,day,94656
9618,night,94657
15387,day,94658
14409,day,94659
1231,day,94660
3569,day,94661
16545,day,94662
16321,night,94663
12321,night,94664
5775,night,94665
6887,day,94666
14067,day,94667
13872,day,94668
14552,night,94669
15017,night,94670
5873,day,94671
15688,night,94672
7028,day,94673
15078,day,94674
13996,day,94675
7720,day,94676
13208,night,94677
4112,day,94678
6214,day,94679
14531,day,94680
11836,day,94681
7268,night,94682
9283,day,94683
14691,day,94684
16406,day,94685
16487,night,94686
1774,day,94687
15643,night,94688
15642,night,94689
5706,night,94690
6563,day,94691
9315,day,94692
4721,day,94693
8244,day,94694
596,day,94695
15802,day,94696
12458,night,94697
2520,night,94698
8005,day,94699
4838,day,94700
10867,day,94701
2583,day,94702
9357,day,94703
5617,day,94704
6441,night,94705
12550,day,94706
6235,day,94707
15599,day,94708
15283,day,94709
15414,day,94710
1791,night,94711
14546,night,94712
1040,night,94713
1077,night,94714
6402,night,94715
9268,day,94716
4994,day,94717
7188,day,94718
12279,day,94719
1107,night,94720
968,night,94721
12851,night,94722
581,night,94723
13063,day,94724
7138,night,94725
6172,night,94726
12889,night,94727
12409,night,94728
15391,day,94729
14078,day,94730
12721,day,94731
15112,night,94732
10712,night,94733
1313,night,94734
11324,day,94735
15963,night,94736
4562,day,94737
6239,night,94738
13752,night,94739
3818,night,94740
9832,night,94741
12473,day,94742
12492,day,94743
13621,day,94744
7500,night,94745
15100,night,94746
6584,day,94747
12973,day,94748
9523,night,94749
9750,day,94750
5308,night,94751
16153,night,94752
4178,day,94753
184,night,94754
2845,night,94755
734,night,94756
2535,day,94757
15480,day,94758
3393,day,94759
5599,day,94760
7325,day,94761
14554,day,94762
8261,night,94763
6194,night,94764
16728,night,94765
12917,day,94766
9769,night,94767
15636,day,94768
3838,night,94769
2492,night,94770
1963,day,94771
16512,day,94772
3202,night,94773
3878,night,94774
16665,day,94775
1913,day,94776
6580,day,94777
10009,day,94778
763,day,94779
1439,day,94780
6561,day,94781
232,day,94782
5993,night,94783
11758,day,94784
4456,night,94785
3526,night,94786
14818,day,94787
7318,day,94788
5736,day,94789
1558,day,94790
16140,night,94791
11316,day,94792
831,day,94793
12800,day,94794
15403,day,94795
13890,day,94796
6821,day,94797
12811,night,94798
1847,day,94799
244,day,94800
9812,night,94801
7070,night,94802
1419,day,94803
10820,day,94804
1347,night,94805
2273,day,94806
1264,night,94807
4015,day,94808
3897,day,94809
2629,day,94810
2591,day,94811
15644,night,94812
7118,night,94813
5294,night,94814
6428,night,94815
12974,day,94816
3608,day,94817
2445,night,94818
6730,day,94819
5653,night,94820
5791,night,94821
11327,night,94822
13288,night,94823
4654,day,94824
14257,night,94825
13094,night,94826
13022,night,94827
15383,day,94828
8861,night,94829
3722,night,94830
14065,day,94831
3511,day,94832
8192,day,94833
8552,night,94834
10029,night,94835
8071,day,94836
4625,night,94837
3929,day,94838
14017,day,94839
14193,day,94840
9477,day,94841
7125,day,94842
9268,day,94843
12365,night,94844
14361,day,94845
14164,day,94846
10480,day,94847
13295,day,94848
1185,night,94849
11398,day,94850
930,night,94851
210,night,94852
8465,day,94853
3516,night,94854
10981,night,94855
975,day,94856
14119,night,94857
4524,day,94858
12069,night,94859
12339,night,94860
1191,night,94861
13059,night,94862
77,night,94863
16141,night,94864
7018,day,94865
13926,day,94866
14025,night,94867
6500,day,94868
13457,day,94869
7108,night,94870
6409,night,94871
8229,day,94872
12985,night,94873
15096,day,94874
7729,night,94875
1095,night,94876
5737,night,94877
12762,night,94878
16392,night,94879
1845,night,94880
428,night,94881
8913,day,94882
15954,night,94883
8955,day,94884
14307,night,94885
653,day,94886
4572,day,94887
10834,day,94888
6362,day,94889
9604,day,94890
16060,day,94891
1902,night,94892
13307,day,94893
9322,night,94894
13462,day,94895
12081,day,94896
7140,night,94897
3936,night,94898
6579,night,94899
7661,day,94900
2735,day,94901
13337,night,94902
5860,day,94903
16187,day,94904
13797,day,94905
14728,day,94906
3664,night,94907
4045,day,94908
3065,day,94909
465,night,94910
951,day,94911
2219,night,94912
4422,night,94913
8895,day,94914
6578,day,94915
13314,day,94916
12546,day,94917
15200,night,94918
16129,day,94919
14678,night,94920
6403,day,94921
16571,day,94922
4865,night,94923
3661,day,94924
11152,night,94925
125,day,94926
8125,night,94927
1213,day,94928
7144,night,94929
10355,day,94930
10782,day,94931
14059,day,94932
2628,day,94933
6016,night,94934
2178,day,94935
7210,day,94936
1644,day,94937
1908,day,94938
12997,night,94939
16586,day,94940
5254,day,94941
12257,day,94942
12649,day,94943
10235,day,94944
12436,day,94945
11928,night,94946
4333,day,94947
5775,day,94948
8933,day,94949
9783,night,94950
15601,day,94951
4149,night,94952
2095,day,94953
8359,night,94954
4682,day,94955
10045,day,94956
11691,night,94957
13952,day,94958
9008,day,94959
7584,day,94960
6512,day,94961
4483,day,94962
16727,night,94963
9653,day,94964
3780,day,94965
12662,day,94966
3693,day,94967
12799,day,94968
829,day,94969
1113,day,94970
8413,night,94971
6605,day,94972
9718,night,94973
12788,night,94974
15395,night,94975
2638,day,94976
15381,day,94977
8934,night,94978
11213,day,94979
13089,night,94980
10469,night,94981
15572,night,94982
15510,day,94983
15537,day,94984
3193,day,94985
15347,day,94986
8718,day,94987
127,night,94988
554,day,94989
7157,day,94990
3473,day,94991
6753,day,94992
6784,night,94993
4632,night,94994
4653,day,94995
10279,night,94996
7705,day,94997
16599,night,94998
4574,day,94999
5962,day,95000
15673,night,95001
3705,day,95002
5178,day,95003
8992,day,95004
11767,day,95005
11678,day,95006
11977,day,95007
4942,day,95008
6583,day,95009
12727,night,95010
2572,day,95011
4927,day,95012
1102,day,95013
12432,night,95014
3410,day,95015
12087,day,95016
9548,day,95017
14211,day,95018
10167,night,95019
2522,day,95020
7930,day,95021
9204,day,95022
10737,night,95023
13699,day,95024
16661,night,95025
3183,day,95026
13733,night,95027
15244,night,95028
7053,night,95029
16302,day,95030
11985,night,95031
16384,day,95032
26,day,95033
11309,day,95034
16269,day,95035
7959,night,95036
12155,day,95037
16706,night,95038
11132,night,95039
14806,night,95040
7489,night,95041
9143,night,95042
14197,night,95043
1951,day,95044
5755,night,95045
4164,night,95046
8374,day,95047
13779,day,95048
3442,day,95049
5882,day,95050
12802,day,95051
4759,day,95052
7652,day,95053
16234,night,95054
11461,day,95055
8330,day,95056
6397,day,95057
15140,night,95058
5496,day,95059
360,day,95060
4755,day,95061
6299,night,95062
15703,night,95063
11333,night,95064
14109,day,95065
3695,night,95066
2974,night,95067
7528,night,95068
12391,night,95069
14847,day,95070
2341,day,95071
11928,day,95072
15155,night,95073
708,night,95074
14702,day,95075
12281,night,95076
7160,day,95077
16593,day,95078
12229,day,95079
10432,night,95080
16598,day,95081
3927,night,95082
14745,night,95083
8028,day,95084
8055,day,95085
15956,day,95086
11842,day,95087
11526,day,95088
8780,night,95089
15210,day,95090
15014,night,95091
3548,day,95092
5588,day,95093
12621,day,95094
3753,night,95095
6819,night,95096
10673,day,95097
3984,day,95098
4593,day,95099
13659,day,95100
13914,day,95101
3607,night,95102
4801,day,95103
15517,day,95104
9723,night,95105
16377,day,95106
8831,day,95107
15893,night,95108
10519,night,95109
5885,day,95110
2165,night,95111
14815,night,95112
13146,day,95113
1401,night,95114
10790,night,95115
5272,day,95116
7417,night,95117
11477,night,95118
16026,day,95119
8210,day,95120
9044,night,95121
811,day,95122
14400,night,95123
12235,day,95124
1770,night,95125
13294,day,95126
12528,night,95127
10731,night,95128
5916,day,95129
2669,day,95130
1914,night,95131
14318,day,95132
6636,night,95133
12693,night,95134
11143,day,95135
16434,night,95136
13233,day,95137
14396,night,95138
11353,night,95139
9892,day,95140
5184,day,95141
14234,night,95142
3503,day,95143
12007,day,95144
12930,night,95145
6784,day,95146
11062,night,95147
7683,day,95148
5849,day,95149
10297,night,95150
6464,day,95151
16116,day,95152
7828,night,95153
12855,day,95154
8729,day,95155
3071,day,95156
390,night,95157
9141,night,95158
10150,night,95159
8220,day,95160
14836,day,95161
3576,night,95162
14465,day,95163
6361,day,95164
14879,night,95165
21,night,95166
1868,night,95167
5344,day,95168
2824,day,95169
2988,day,95170
14952,day,95171
12925,day,95172
5219,night,95173
15258,night,95174
12037,day,95175
14742,night,95176
7325,night,95177
5181,day,95178
6745,night,95179
10097,day,95180
12334,night,95181
7224,day,95182
6543,day,95183
7971,day,95184
379,day,95185
9166,night,95186
2766,night,95187
12854,day,95188
14949,day,95189
13244,night,95190
12943,day,95191
59,day,95192
382,night,95193
8264,night,95194
754,day,95195
15682,day,95196
10389,day,95197
8087,night,95198
4464,day,95199
4400,day,95200
3130,day,95201
436,night,95202
8333,night,95203
1733,day,95204
7132,night,95205
8352,day,95206
8752,day,95207
13516,night,95208
2366,night,95209
10483,night,95210
6062,day,95211
1778,day,95212
9037,night,95213
1966,night,95214
4983,night,95215
16302,day,95216
5859,day,95217
13962,night,95218
10183,day,95219
15244,day,95220
5060,day,95221
3300,day,95222
1961,day,95223
15104,day,95224
15036,night,95225
4489,day,95226
7311,night,95227
16320,night,95228
10341,night,95229
14382,day,95230
4546,night,95231
11239,day,95232
12359,day,95233
14391,night,95234
5417,day,95235
13405,day,95236
13156,night,95237
4525,night,95238
9612,day,95239
3160,day,95240
6837,day,95241
963,night,95242
11902,night,95243
3629,night,95244
12376,day,95245
7724,night,95246
4859,day,95247
6168,day,95248
12261,day,95249
6328,day,95250
14596,night,95251
4823,day,95252
2725,night,95253
1512,day,95254
7466,day,95255
15926,day,95256
2232,day,95257
4186,night,95258
3091,day,95259
3341,day,95260
14246,night,95261
16143,day,95262
951,day,95263
695,night,95264
13036,night,95265
9331,day,95266
14009,day,95267
12854,day,95268
2470,night,95269
7688,day,95270
11742,day,95271
1276,night,95272
4385,night,95273
4882,night,95274
6745,night,95275
12314,day,95276
13762,night,95277
4377,day,95278
15554,day,95279
3629,night,95280
15958,day,95281
3359,night,95282
11084,night,95283
13752,night,95284
10498,day,95285
14528,night,95286
3069,day,95287
1274,night,95288
11222,day,95289
14930,day,95290
13049,day,95291
6805,night,95292
12633,night,95293
13724,day,95294
6613,day,95295
2811,day,95296
3127,night,95297
10181,day,95298
10325,night,95299
9634,day,95300
15026,day,95301
9089,night,95302
13146,night,95303
3805,day,95304
12118,night,95305
13505,day,95306
13673,day,95307
9275,day,95308
6406,day,95309
7855,day,95310
5980,night,95311
13212,day,95312
6550,day,95313
11802,day,95314
9016,day,95315
5349,day,95316
7833,day,95317
1084,day,95318
8771,day,95319
5341,day,95320
4351,day,95321
342,day,95322
16067,day,95323
11488,day,95324
11820,day,95325
10337,day,95326
1749,day,95327
1829,night,95328
5325,day,95329
7869,night,95330
10192,day,95331
8035,day,95332
2599,night,95333
14588,night,95334
10986,day,95335
14541,night,95336
2792,day,95337
7816,night,95338
15694,day,95339
11156,night,95340
8141,day,95341
8106,night,95342
10155,day,95343
12810,day,95344
15005,day,95345
15114,day,95346
6202,day,95347
13103,day,95348
6171,night,95349
1223,day,95350
7039,day,95351
2703,night,95352
5973,night,95353
8513,day,95354
11666,night,95355
14282,night,95356
6951,night,95357
2050,night,95358
6360,day,95359
4510,day,95360
16346,night,95361
9363,day,95362
5886,day,95363
9809,day,95364
13265,day,95365
9894,day,95366
13279,day,95367
5182,day,95368
15757,night,95369
6064,day,95370
11277,day,95371
8360,day,95372
15472,day,95373
16184,day,95374
15057,night,95375
3605,day,95376
15501,night,95377
9029,night,95378
13069,day,95379
9415,night,95380
10460,night,95381
10151,day,95382
5581,day,95383
8106,day,95384
15059,day,95385
91,day,95386
3343,day,95387
13580,night,95388
6277,day,95389
11438,night,95390
16094,night,95391
6746,night,95392
10261,day,95393
2334,night,95394
8730,day,95395
3518,day,95396
3662,night,95397
4907,night,95398
13771,night,95399
12411,day,95400
10204,day,95401
11677,day,95402
8611,day,95403
15178,day,95404
1968,night,95405
3986,day,95406
13254,day,95407
12713,day,95408
10368,day,95409
8702,day,95410
9723,day,95411
7835,day,95412
14249,day,95413
15355,day,95414
12519,night,95415
3072,day,95416
14596,day,95417
10989,night,95418
16577,day,95419
369,night,95420
200,night,95421
3679,day,95422
1548,day,95423
5355,night,95424
713,day,95425
5557,night,95426
8373,night,95427
4792,day,95428
5209,day,95429
6746,day,95430
2037,day,95431
1696,day,95432
14625,day,95433
5020,night,95434
3468,day,95435
3049,day,95436
10248,day,95437
3540,day,95438
7030,day,95439
12004,day,95440
121,day,95441
14761,day,95442
9160,day,95443
6601,night,95444
10441,day,95445
15034,night,95446
4298,day,95447
6595,night,95448
3967,day,95449
12287,day,95450
13962,day,95451
2416,night,95452
15701,night,95453
10986,night,95454
10451,night,95455
7824,night,95456
5068,night,95457
6482,night,95458
2323,day,95459
14918,night,95460
9860,night,95461
1215,night,95462
2984,day,95463
7555,day,95464
11845,night,95465
3802,night,95466
366,night,95467
16127,day,95468
1214,day,95469
12463,night,95470
16395,night,95471
14234,day,95472
11845,day,95473
13410,day,95474
1819,day,95475
623,day,95476
9508,day,95477
10729,day,95478
10020,day,95479
10354,day,95480
3097,day,95481
13886,night,95482
7052,night,95483
3195,day,95484
9064,day,95485
1449,day,95486
2922,day,95487
7867,night,95488
1677,day,95489
7130,day,95490
13702,day,95491
1903,night,95492
12370,night,95493
9558,night,95494
5126,day,95495
9283,day,95496
4146,day,95497
4676,day,95498
15975,day,95499
8319,night,95500
10007,day,95501
7090,night,95502
11738,day,95503
10090,night,95504
16664,night,95505
2409,night,95506
1524,night,95507
4462,day,95508
1836,day,95509
16648,day,95510
9950,day,95511
47,day,95512
10676,night,95513
14502,day,95514
10400,day,95515
9095,day,95516
5382,night,95517
8395,day,95518
1313,night,95519
16334,day,95520
2004,night,95521
1257,night,95522
13277,day,95523
1783,day,95524
11574,day,95525
6309,night,95526
15093,night,95527
3021,day,95528
5082,day,95529
10064,day,95530
15232,night,95531
10320,night,95532
406,day,95533
3888,day,95534
13465,day,95535
8402,day,95536
13085,day,95537
13030,day,95538
6105,day,95539
3991,night,95540
6343,day,95541
5188,night,95542
16244,day,95543
837,day,95544
1569,day,95545
4177,day,95546
4967,night,95547
6928,night,95548
7021,day,95549
10818,day,95550
11176,day,95551
5393,night,95552
12553,day,95553
9244,day,95554
13523,day,95555
6629,day,95556
4886,day,95557
16434,day,95558
13980,night,95559
4045,night,95560
8230,day,95561
1754,day,95562
15255,night,95563
9730,day,95564
7114,day,95565
5772,day,95566
13687,day,95567
15405,day,95568
4827,day,95569
2342,day,95570
16597,night,95571
14231,night,95572
11316,day,95573
4951,night,95574
15386,night,95575
3138,day,95576
10420,day,95577
2087,day,95578
16716,day,95579
8305,day,95580
9692,day,95581
16450,day,95582
3922,day,95583
6710,night,95584
6502,day,95585
5294,night,95586
13856,day,95587
2943,day,95588
14605,day,95589
16187,day,95590
12356,day,95591
3050,day,95592
9040,day,95593
5679,day,95594
7972,day,95595
16626,night,95596
3933,day,95597
5143,night,95598
4252,night,95599
11080,day,95600
1674,day,95601
8457,day,95602
16028,day,95603
2170,night,95604
5730,day,95605
1089,day,95606
7836,day,95607
1479,night,95608
1435,day,95609
13234,night,95610
11193,day,95611
15,day,95612
15686,day,95613
12458,night,95614
1435,day,95615
12169,day,95616
8735,night,95617
5124,day,95618
13090,day,95619
15999,night,95620
14150,day,95621
879,day,95622
8825,night,95623
11491,day,95624
9588,night,95625
16309,night,95626
12235,day,95627
4932,night,95628
1289,night,95629
1574,day,95630
2253,day,95631
6111,day,95632
5169,day,95633
14655,day,95634
16415,night,95635
15125,night,95636
8768,night,95637
3424,night,95638
5993,night,95639
9651,night,95640
9434,day,95641
11292,night,95642
10235,night,95643
7138,day,95644
15014,night,95645
4106,day,95646
12312,day,95647
8895,day,95648
2052,day,95649
2781,day,95650
13494,night,95651
12116,day,95652
883,night,95653
7231,day,95654
4136,night,95655
1802,day,95656
12467,day,95657
8840,day,95658
12068,day,95659
2223,day,95660
10455,night,95661
3860,night,95662
2606,night,95663
15486,night,95664
7160,day,95665
5855,day,95666
5828,night,95667
7490,night,95668
15934,day,95669
1828,day,95670
10645,day,95671
11209,day,95672
8968,day,95673
3975,night,95674
13795,day,95675
1170,night,95676
9316,night,95677
16596,day,95678
10045,day,95679
4419,night,95680
14822,day,95681
3311,night,95682
6626,day,95683
12486,day,95684
14139,night,95685
11275,day,95686
12701,night,95687
8722,day,95688
10732,day,95689
16591,day,95690
8297,night,95691
7033,day,95692
9860,day,95693
8853,night,95694
14349,day,95695
6350,day,95696
12761,day,95697
9932,day,95698
7927,night,95699
10759,day,95700
2722,day,95701
14672,night,95702
11494,night,95703
12816,night,95704
9791,night,95705
7720,night,95706
3400,day,95707
12699,day,95708
12099,day,95709
4732,day,95710
9931,night,95711
10583,day,95712
8079,day,95713
5583,night,95714
2187,night,95715
3614,day,95716
14994,day,95717
