Genreid,Day 
11750,Thursday
14358,Saturday
13585,Saturday
15302,Tuesday
14594,Sunday
1778,Friday
7984,Thursday
4238,Sunday
1402,Wednesday
10413,Friday
7798,Thursday
8670,Wednesday
8301,Monday
1685,Sunday
7099,Friday
13737,Thursday
7008,Monday
6918,Sunday
2238,Tuesday
7341,Sunday
7806,Friday
1243,Sunday
10259,Thursday
2994,Tuesday
13135,Thursday
7242,Tuesday
4701,Monday
11466,Tuesday
1549,Wednesday
13656,Thursday
5964,Saturday
7236,Tuesday
1407,Thursday
8839,Monday
8234,Wednesday
12815,Friday
5241,Wednesday
9012,Monday
3677,Monday
827,Friday
8109,Wednesday
8567,Tuesday
4702,Tuesday
6039,Wednesday
11964,Saturday
2402,Sunday
10115,Saturday
4300,Saturday
11210,Tuesday
13661,Thursday
10746,Friday
1129,Friday
9069,Friday
860,Monday
7210,Tuesday
7917,Saturday
9474,Saturday
4131,Tuesday
5899,Thursday
13025,Sunday
15014,Tuesday
4058,Friday
16034,Friday
3753,Tuesday
8679,Saturday
9584,Saturday
8829,Wednesday
4823,Saturday
7089,Tuesday
16112,Tuesday
4110,Tuesday
2825,Friday
15873,Thursday
15404,Friday
13876,Saturday
9,Wednesday
16378,Tuesday
15731,Saturday
11247,Sunday
10826,Thursday
4944,Tuesday
15014,Wednesday
7728,Wednesday
4592,Wednesday
10843,Wednesday
7320,Saturday
12534,Thursday
10415,Wednesday
7438,Friday
2106,Monday
6684,Sunday
16636,Saturday
9888,Saturday
13323,Saturday
15994,Wednesday
11941,Monday
6122,Saturday
5570,Wednesday
5007,Friday
14677,Friday
8357,Tuesday
8897,Friday
10787,Wednesday
1327,Saturday
5114,Tuesday
2862,Wednesday
11655,Wednesday
13234,Sunday
15752,Friday
8274,Tuesday
3848,Friday
9625,Tuesday
10911,Friday
5073,Thursday
6214,Friday
12082,Sunday
5817,Wednesday
4496,Tuesday
10117,Friday
10804,Saturday
4928,Thursday
6581,Thursday
7808,Monday
6585,Wednesday
4414,Sunday
5096,Friday
11233,Friday
15763,Wednesday
10032,Monday
4198,Sunday
4598,Tuesday
1049,Saturday
14597,Wednesday
3591,Saturday
9221,Sunday
5559,Wednesday
6738,Wednesday
7273,Wednesday
10880,Monday
9873,Friday
1475,Sunday
12919,Monday
7691,Sunday
8542,Thursday
517,Tuesday
2604,Saturday
12574,Tuesday
12528,Sunday
14316,Sunday
2335,Saturday
14154,Friday
13360,Tuesday
15846,Wednesday
10115,Tuesday
15389,Friday
15643,Thursday
2229,Wednesday
14713,Wednesday
6026,Saturday
3434,Saturday
10437,Tuesday
7993,Wednesday
1546,Monday
4048,Tuesday
4318,Monday
15324,Sunday
6599,Sunday
6192,Monday
8807,Thursday
15326,Wednesday
4566,Wednesday
5145,Saturday
11121,Sunday
1369,Monday
4557,Tuesday
770,Sunday
3240,Thursday
14986,Thursday
14786,Sunday
16603,Sunday
13343,Saturday
14758,Wednesday
5463,Friday
10092,Monday
14716,Thursday
826,Thursday
11733,Wednesday
9395,Friday
11972,Thursday
15681,Wednesday
14345,Monday
6552,Wednesday
926,Saturday
3119,Friday
3963,Friday
9362,Friday
14618,Friday
2093,Tuesday
15343,Thursday
6514,Tuesday
13491,Wednesday
8293,Tuesday
7387,Monday
8733,Tuesday
5842,Saturday
16718,Thursday
8206,Sunday
6403,Friday
14738,Friday
15201,Friday
1190,Thursday
5514,Monday
9766,Sunday
15589,Monday
10503,Monday
5881,Saturday
14596,Thursday
2662,Thursday
6301,Monday
108,Friday
167,Saturday
6525,Saturday
5532,Sunday
13558,Thursday
15780,Wednesday
11286,Sunday
15050,Wednesday
9973,Tuesday
4694,Saturday
5178,Monday
15461,Saturday
9811,Thursday
14104,Monday
15885,Thursday
16041,Monday
3852,Tuesday
610,Wednesday
10472,Wednesday
6242,Friday
4831,Saturday
6836,Thursday
13571,Tuesday
6354,Monday
3547,Saturday
8113,Thursday
4487,Friday
8430,Friday
8862,Sunday
12452,Tuesday
5264,Tuesday
6716,Wednesday
4835,Wednesday
4042,Saturday
8965,Saturday
2729,Wednesday
14937,Friday
13748,Monday
3369,Friday
3520,Saturday
5611,Tuesday
6615,Wednesday
8684,Thursday
6269,Wednesday
12194,Tuesday
12213,Friday
8742,Monday
9648,Thursday
10633,Wednesday
16096,Sunday
3136,Monday
2003,Sunday
14901,Monday
1825,Monday
14041,Saturday
11623,Friday
11349,Wednesday
14534,Friday
15874,Saturday
10111,Sunday
13387,Thursday
7459,Tuesday
457,Sunday
10671,Monday
299,Tuesday
6057,Thursday
14577,Saturday
10011,Monday
9329,Friday
7051,Wednesday
5048,Thursday
4894,Saturday
6641,Monday
5352,Sunday
7203,Wednesday
12798,Thursday
10220,Monday
1711,Thursday
14827,Monday
5477,Thursday
6083,Sunday
8653,Friday
3960,Sunday
6064,Tuesday
15040,Friday
6717,Friday
7857,Monday
15594,Saturday
13458,Saturday
10393,Thursday
8453,Saturday
14590,Tuesday
14091,Tuesday
2715,Monday
10076,Monday
6140,Tuesday
5609,Tuesday
5350,Wednesday
16333,Thursday
13431,Thursday
3618,Saturday
9467,Monday
16198,Sunday
10003,Sunday
7611,Tuesday
8994,Saturday
15432,Monday
7175,Monday
11501,Wednesday
11896,Friday
6596,Thursday
3987,Friday
6116,Friday
8619,Thursday
15556,Friday
14722,Tuesday
548,Sunday
14826,Tuesday
1822,Friday
2216,Friday
14875,Thursday
8860,Tuesday
15947,Thursday
2762,Monday
9833,Sunday
9133,Sunday
4171,Sunday
3862,Thursday
15756,Tuesday
9137,Thursday
11057,Friday
843,Friday
9967,Wednesday
10403,Sunday
16541,Sunday
16024,Tuesday
10009,Saturday
3564,Friday
8487,Tuesday
15081,Friday
2869,Monday
2068,Tuesday
14714,Friday
14377,Sunday
4891,Friday
1048,Sunday
5548,Thursday
6234,Tuesday
6784,Wednesday
8702,Monday
9329,Thursday
709,Monday
11351,Friday
12330,Thursday
3578,Saturday
12061,Tuesday
4686,Wednesday
8221,Friday
11040,Wednesday
12694,Wednesday
4804,Saturday
13878,Monday
12694,Sunday
14718,Wednesday
6123,Wednesday
16523,Friday
2563,Sunday
1677,Friday
10304,Wednesday
4794,Saturday
2886,Thursday
3484,Sunday
8882,Monday
15527,Monday
1475,Wednesday
6376,Saturday
3008,Saturday
3403,Friday
10349,Saturday
2914,Wednesday
2210,Thursday
1479,Wednesday
14114,Friday
8798,Saturday
12024,Wednesday
11172,Wednesday
14262,Thursday
3838,Monday
7435,Tuesday
5604,Friday
14915,Saturday
3844,Wednesday
14314,Thursday
15001,Wednesday
14294,Monday
8752,Sunday
15878,Monday
16275,Sunday
11524,Monday
15727,Wednesday
15580,Friday
6139,Friday
14313,Monday
8180,Wednesday
6453,Wednesday
2372,Friday
10095,Thursday
1161,Sunday
10348,Wednesday
4493,Thursday
9347,Wednesday
12556,Tuesday
11968,Wednesday
11098,Friday
11026,Friday
16723,Sunday
5724,Sunday
1529,Thursday
7642,Thursday
15974,Saturday
1640,Friday
3623,Monday
7338,Sunday
3847,Sunday
9469,Thursday
14570,Sunday
10809,Thursday
800,Sunday
3924,Thursday
1649,Wednesday
11644,Thursday
3359,Friday
650,Monday
7828,Monday
11767,Saturday
10115,Sunday
118,Wednesday
13876,Thursday
11002,Thursday
5750,Sunday
13680,Sunday
11851,Monday
1235,Wednesday
15695,Monday
13850,Friday
7450,Tuesday
8213,Tuesday
1817,Friday
11488,Sunday
13647,Thursday
10118,Sunday
12729,Tuesday
1299,Saturday
11394,Wednesday
10051,Tuesday
10171,Friday
12556,Monday
5199,Tuesday
12208,Tuesday
4866,Monday
11425,Monday
11785,Monday
10300,Friday
2725,Saturday
13707,Saturday
725,Tuesday
2835,Saturday
12957,Tuesday
295,Saturday
7281,Tuesday
9045,Thursday
2434,Saturday
7307,Friday
14684,Friday
402,Friday
2754,Thursday
5394,Friday
12884,Saturday
4247,Saturday
10619,Wednesday
7300,Friday
14716,Friday
8925,Sunday
2994,Tuesday
746,Friday
14934,Wednesday
14123,Saturday
5822,Saturday
9107,Sunday
9017,Tuesday
8377,Thursday
7178,Thursday
3356,Saturday
5004,Friday
10654,Sunday
1870,Sunday
141,Wednesday
11383,Monday
9616,Friday
7926,Sunday
12882,Tuesday
8039,Monday
9484,Saturday
8000,Thursday
10148,Wednesday
13686,Friday
1811,Thursday
6542,Friday
7930,Wednesday
13936,Monday
10378,Wednesday
79,Saturday
11040,Wednesday
5248,Saturday
12031,Monday
8607,Thursday
2335,Saturday
15537,Monday
7261,Saturday
15501,Friday
13244,Thursday
350,Friday
11768,Wednesday
969,Sunday
6585,Friday
3613,Thursday
7228,Thursday
5142,Friday
9837,Thursday
3487,Wednesday
3003,Friday
5158,Wednesday
4469,Tuesday
9261,Wednesday
5434,Monday
3049,Thursday
7419,Sunday
610,Monday
7047,Thursday
13728,Monday
11621,Saturday
194,Monday
13611,Saturday
10408,Wednesday
2078,Thursday
6579,Saturday
9651,Thursday
15713,Wednesday
2896,Tuesday
9608,Thursday
11189,Sunday
15874,Sunday
120,Sunday
12840,Friday
146,Saturday
4153,Saturday
5187,Monday
14676,Thursday
4757,Friday
11485,Tuesday
12282,Friday
7509,Wednesday
2601,Wednesday
14757,Friday
12372,Tuesday
5816,Sunday
4918,Tuesday
5135,Thursday
14242,Monday
9408,Wednesday
6461,Tuesday
2437,Friday
1155,Friday
15319,Thursday
11166,Sunday
6180,Wednesday
15440,Sunday
10910,Thursday
15472,Wednesday
2488,Sunday
7518,Tuesday
8671,Saturday
9920,Tuesday
4173,Saturday
11887,Sunday
3899,Wednesday
5693,Wednesday
11035,Friday
9112,Monday
3908,Monday
10149,Thursday
7018,Tuesday
9180,Wednesday
13988,Wednesday
13021,Friday
3824,Friday
8134,Tuesday
920,Monday
12749,Monday
6211,Monday
5055,Saturday
9063,Sunday
1040,Sunday
3741,Thursday
923,Friday
13070,Tuesday
926,Friday
1559,Tuesday
16677,Wednesday
7970,Wednesday
698,Sunday
6781,Wednesday
11213,Thursday
6248,Sunday
7731,Tuesday
13836,Sunday
14739,Monday
4184,Monday
4168,Tuesday
10110,Wednesday
7921,Saturday
4420,Saturday
3107,Monday
1510,Tuesday
4040,Saturday
9940,Sunday
6574,Friday
12988,Sunday
9081,Friday
9711,Tuesday
2085,Monday
8688,Tuesday
8695,Friday
5986,Sunday
10890,Friday
1035,Sunday
13124,Tuesday
4921,Saturday
248,Thursday
14171,Monday
10866,Wednesday
4911,Thursday
9562,Sunday
9094,Wednesday
9351,Sunday
1953,Wednesday
16610,Tuesday
7382,Monday
16254,Wednesday
15867,Saturday
9787,Friday
583,Saturday
9318,Wednesday
2383,Wednesday
4768,Friday
11308,Sunday
12863,Wednesday
12172,Thursday
14176,Friday
5706,Friday
4345,Saturday
4343,Friday
4356,Saturday
15888,Sunday
2943,Thursday
9552,Saturday
4045,Monday
5068,Tuesday
12761,Monday
3096,Tuesday
1201,Sunday
3791,Sunday
6982,Monday
7952,Friday
15241,Monday
14829,Wednesday
16468,Wednesday
14727,Wednesday
11819,Sunday
13115,Saturday
14160,Sunday
13658,Sunday
7184,Thursday
16132,Thursday
15538,Tuesday
8610,Wednesday
13450,Wednesday
4565,Thursday
12926,Friday
15884,Tuesday
6851,Tuesday
3751,Thursday
13794,Tuesday
8379,Sunday
5858,Saturday
9690,Friday
10039,Thursday
15162,Monday
650,Monday
3038,Sunday
10716,Thursday
6382,Wednesday
7505,Thursday
15605,Wednesday
4761,Thursday
4281,Saturday
12619,Saturday
94,Wednesday
10410,Thursday
12418,Sunday
8593,Wednesday
11640,Friday
2289,Monday
10113,Wednesday
7015,Sunday
16369,Friday
12530,Monday
1371,Tuesday
13675,Friday
9693,Friday
6685,Thursday
2337,Tuesday
864,Wednesday
11615,Monday
8118,Friday
912,Monday
8163,Wednesday
5795,Friday
3134,Wednesday
4020,Wednesday
15148,Monday
13978,Saturday
476,Wednesday
11502,Monday
15820,Tuesday
11561,Thursday
4598,Thursday
12890,Sunday
2467,Tuesday
13280,Wednesday
7310,Wednesday
5377,Wednesday
3263,Sunday
2317,Friday
11246,Wednesday
3362,Monday
13309,Friday
6201,Saturday
14629,Sunday
14352,Friday
5002,Sunday
15656,Monday
14138,Wednesday
5850,Friday
1114,Thursday
8239,Tuesday
2776,Saturday
12833,Friday
16259,Wednesday
12836,Thursday
13594,Tuesday
3464,Wednesday
13227,Sunday
11890,Tuesday
6022,Thursday
3869,Monday
11889,Sunday
1612,Sunday
8892,Wednesday
2249,Tuesday
7759,Friday
2394,Monday
2815,Friday
9601,Tuesday
2540,Friday
11448,Friday
3690,Wednesday
14818,Sunday
2616,Tuesday
12515,Tuesday
4457,Friday
957,Saturday
3041,Sunday
16077,Wednesday
12454,Monday
7662,Wednesday
7260,Saturday
12054,Tuesday
14001,Sunday
1780,Monday
6140,Wednesday
2702,Friday
9224,Monday
11079,Friday
10697,Tuesday
15144,Wednesday
4042,Friday
1041,Tuesday
9149,Sunday
13102,Tuesday
16213,Wednesday
7007,Wednesday
7719,Monday
8286,Friday
4931,Tuesday
2676,Friday
15103,Thursday
3098,Tuesday
12637,Monday
8667,Sunday
14260,Saturday
6383,Sunday
9357,Saturday
16638,Monday
6908,Sunday
5610,Monday
3958,Sunday
11927,Wednesday
8370,Thursday
3679,Friday
11520,Wednesday
14473,Tuesday
14406,Friday
3439,Tuesday
3113,Wednesday
10757,Friday
5892,Sunday
9271,Friday
7302,Sunday
8027,Wednesday
14049,Saturday
11136,Saturday
54,Saturday
12966,Sunday
13326,Friday
13194,Saturday
13795,Monday
298,Saturday
9424,Tuesday
12409,Sunday
16552,Wednesday
3026,Tuesday
1053,Tuesday
13332,Sunday
12839,Wednesday
8544,Thursday
8793,Friday
9839,Thursday
2519,Wednesday
2170,Sunday
7046,Wednesday
15308,Sunday
1077,Friday
8999,Sunday
12173,Thursday
6306,Sunday
10806,Monday
11855,Thursday
4905,Wednesday
14649,Thursday
15264,Friday
13514,Wednesday
8114,Saturday
9175,Friday
4541,Monday
11854,Saturday
9486,Tuesday
15764,Saturday
14124,Monday
3922,Tuesday
16519,Friday
9661,Monday
4124,Thursday
11628,Tuesday
1200,Tuesday
3675,Thursday
1181,Friday
1169,Thursday
6055,Monday
57,Sunday
9653,Monday
10946,Wednesday
8349,Friday
11133,Thursday
16108,Sunday
12496,Sunday
1232,Friday
256,Friday
238,Wednesday
11196,Sunday
11202,Saturday
2920,Monday
15545,Wednesday
10101,Friday
12625,Thursday
15711,Wednesday
4617,Tuesday
2100,Wednesday
11740,Monday
13754,Monday
1087,Saturday
1162,Wednesday
2160,Wednesday
2673,Saturday
1088,Wednesday
892,Monday
2553,Wednesday
199,Sunday
16581,Tuesday
11921,Sunday
9283,Thursday
16465,Saturday
10443,Friday
12826,Sunday
11511,Tuesday
7010,Saturday
3541,Monday
2846,Thursday
6946,Tuesday
6070,Monday
3135,Tuesday
9145,Wednesday
4459,Sunday
996,Monday
8133,Tuesday
13507,Wednesday
14095,Monday
13697,Saturday
7794,Tuesday
12563,Saturday
1896,Thursday
11103,Tuesday
22,Wednesday
4408,Sunday
5842,Monday
16309,Monday
8880,Friday
14437,Saturday
16114,Monday
8228,Saturday
12750,Sunday
6874,Monday
9562,Wednesday
11159,Sunday
15233,Saturday
6529,Saturday
13656,Saturday
12685,Wednesday
14570,Monday
16694,Sunday
2298,Friday
904,Tuesday
4437,Friday
5260,Sunday
2399,Thursday
13869,Wednesday
8647,Tuesday
636,Tuesday
16619,Friday
3866,Thursday
6325,Saturday
3575,Monday
9921,Friday
5515,Saturday
7595,Sunday
16701,Friday
3474,Saturday
3905,Friday
15041,Thursday
14803,Sunday
13101,Wednesday
10967,Thursday
5791,Saturday
3837,Sunday
9992,Tuesday
15531,Saturday
4826,Saturday
7214,Sunday
16428,Friday
12912,Thursday
5180,Wednesday
13280,Sunday
12694,Thursday
14232,Tuesday
12812,Saturday
1919,Thursday
4195,Saturday
7449,Thursday
4839,Monday
14643,Tuesday
2346,Saturday
16601,Thursday
9415,Tuesday
5593,Friday
6311,Tuesday
806,Sunday
13137,Tuesday
8165,Saturday
7158,Saturday
14207,Monday
9321,Thursday
4399,Monday
5064,Saturday
13881,Saturday
9748,Sunday
371,Friday
1843,Wednesday
7814,Wednesday
5601,Tuesday
1806,Sunday
11480,Friday
2529,Sunday
865,Wednesday
13264,Tuesday
7070,Wednesday
14366,Saturday
16573,Sunday
4653,Sunday
12068,Wednesday
2207,Sunday
8775,Thursday
1454,Tuesday
6009,Wednesday
15624,Friday
1315,Sunday
5074,Sunday
10587,Saturday
6242,Sunday
3252,Monday
1491,Monday
6031,Wednesday
5791,Monday
3853,Wednesday
666,Monday
15759,Saturday
298,Wednesday
7917,Tuesday
16126,Sunday
11797,Thursday
1589,Saturday
9925,Friday
15983,Tuesday
12467,Sunday
10534,Tuesday
2814,Saturday
7497,Wednesday
4620,Wednesday
14669,Thursday
2532,Sunday
14410,Friday
12134,Sunday
11933,Tuesday
4619,Sunday
2264,Thursday
5667,Monday
4529,Wednesday
2314,Saturday
2262,Friday
8639,Tuesday
11718,Monday
11390,Monday
11744,Monday
11248,Thursday
16510,Thursday
1710,Tuesday
5774,Wednesday
1052,Saturday
15342,Friday
15126,Tuesday
7109,Monday
9241,Friday
7632,Friday
11165,Tuesday
12118,Saturday
9312,Wednesday
9856,Wednesday
5916,Tuesday
6436,Tuesday
12183,Friday
8269,Thursday
234,Friday
492,Friday
1496,Monday
2152,Friday
2183,Sunday
8686,Monday
2696,Friday
4948,Friday
7018,Wednesday
7691,Monday
5507,Friday
1271,Monday
12200,Sunday
3370,Friday
9406,Friday
1666,Friday
5271,Saturday
13382,Wednesday
7655,Friday
546,Sunday
8249,Wednesday
10220,Saturday
14954,Wednesday
9781,Monday
16260,Saturday
8193,Wednesday
9901,Friday
8909,Thursday
6733,Tuesday
711,Monday
4767,Tuesday
124,Thursday
4252,Wednesday
15212,Friday
9779,Saturday
15935,Friday
6776,Saturday
4388,Monday
12389,Monday
8181,Wednesday
5656,Wednesday
1548,Thursday
2253,Thursday
5657,Friday
7249,Sunday
14766,Friday
7205,Thursday
13198,Thursday
9288,Tuesday
8785,Monday
2005,Saturday
15053,Sunday
922,Saturday
1015,Tuesday
9059,Friday
1172,Wednesday
2817,Sunday
16122,Saturday
7549,Saturday
15020,Saturday
5518,Monday
12610,Tuesday
7970,Saturday
12258,Sunday
7400,Friday
11991,Monday
1285,Sunday
6677,Tuesday
15011,Friday
5605,Tuesday
15976,Monday
14678,Tuesday
12136,Sunday
8008,Wednesday
15806,Monday
14995,Saturday
1721,Saturday
9071,Monday
16023,Thursday
13091,Monday
10784,Saturday
1623,Saturday
4385,Tuesday
7335,Monday
3422,Friday
1929,Tuesday
482,Friday
6169,Thursday
4574,Tuesday
3215,Friday
6141,Saturday
11681,Tuesday
7291,Tuesday
7373,Monday
5284,Monday
15026,Friday
5468,Friday
8245,Tuesday
4729,Monday
14116,Wednesday
7325,Saturday
2601,Monday
8580,Saturday
5603,Sunday
16059,Saturday
1033,Thursday
3820,Friday
11727,Thursday
6690,Wednesday
13214,Monday
8696,Saturday
6552,Wednesday
278,Friday
10707,Sunday
2322,Saturday
16080,Thursday
8959,Saturday
15744,Thursday
8218,Thursday
15815,Wednesday
11895,Sunday
11879,Wednesday
14573,Sunday
2826,Sunday
2570,Monday
1355,Thursday
16027,Tuesday
9300,Sunday
9592,Wednesday
10688,Monday
5490,Thursday
13659,Monday
14222,Tuesday
6955,Monday
2898,Thursday
8228,Monday
4687,Monday
1114,Saturday
16442,Wednesday
14788,Saturday
13385,Sunday
7458,Saturday
8122,Friday
15433,Monday
16269,Wednesday
2124,Sunday
11870,Thursday
555,Friday
4172,Sunday
1744,Friday
6388,Thursday
7184,Sunday
7227,Friday
6116,Thursday
15230,Monday
11347,Wednesday
7203,Monday
9560,Monday
8147,Friday
12549,Monday
13103,Sunday
11770,Sunday
8542,Wednesday
9767,Wednesday
2102,Monday
893,Thursday
7151,Saturday
5272,Tuesday
10229,Tuesday
11755,Friday
6499,Thursday
10402,Monday
4464,Friday
8046,Monday
987,Saturday
693,Friday
7413,Friday
2056,Wednesday
13546,Wednesday
6926,Sunday
15217,Sunday
6205,Thursday
12001,Thursday
10591,Thursday
10960,Friday
9722,Monday
6238,Monday
10943,Thursday
9748,Monday
8360,Tuesday
11616,Tuesday
10455,Monday
6731,Wednesday
13541,Saturday
4502,Tuesday
7966,Sunday
16236,Wednesday
12797,Tuesday
5433,Thursday
11048,Thursday
6186,Wednesday
14530,Monday
11762,Monday
518,Monday
10324,Monday
23,Sunday
2152,Monday
6230,Sunday
2846,Saturday
2331,Friday
4523,Tuesday
8797,Saturday
10774,Tuesday
14499,Saturday
1498,Wednesday
9985,Friday
3557,Thursday
6537,Sunday
12981,Sunday
11438,Thursday
1593,Saturday
7948,Friday
11570,Wednesday
12998,Friday
6168,Thursday
16463,Tuesday
12515,Wednesday
11363,Monday
13430,Thursday
8739,Saturday
16050,Wednesday
553,Thursday
10888,Friday
10184,Wednesday
14000,Wednesday
5245,Thursday
14075,Thursday
7405,Saturday
15716,Wednesday
11864,Wednesday
1377,Thursday
6876,Tuesday
10436,Sunday
10327,Monday
3533,Tuesday
5952,Wednesday
2593,Wednesday
8471,Tuesday
4967,Saturday
14351,Saturday
7116,Monday
4654,Tuesday
13199,Tuesday
6731,Friday
3311,Saturday
8363,Thursday
2523,Wednesday
13895,Saturday
39,Tuesday
12005,Thursday
6096,Saturday
15344,Wednesday
14145,Saturday
10098,Monday
6511,Friday
9982,Saturday
6076,Monday
13015,Sunday
132,Saturday
14817,Monday
9523,Sunday
7199,Friday
7638,Saturday
6057,Thursday
4924,Saturday
12824,Saturday
15453,Thursday
4042,Saturday
9648,Wednesday
12868,Monday
4546,Thursday
7690,Thursday
13215,Sunday
2818,Thursday
10598,Wednesday
3919,Monday
7219,Tuesday
11089,Thursday
11984,Tuesday
37,Monday
7099,Friday
1466,Friday
10709,Monday
13493,Friday
2271,Saturday
11109,Tuesday
929,Sunday
8758,Wednesday
895,Monday
6860,Monday
7809,Saturday
6413,Wednesday
14903,Friday
16723,Thursday
11974,Friday
4659,Tuesday
7520,Friday
3425,Tuesday
9862,Saturday
8409,Friday
16385,Friday
5390,Friday
15074,Wednesday
11366,Wednesday
2886,Friday
9269,Wednesday
12980,Saturday
16225,Sunday
2364,Sunday
14690,Tuesday
15490,Monday
16214,Sunday
9555,Saturday
11366,Saturday
15789,Tuesday
3425,Sunday
5141,Sunday
4956,Saturday
4561,Thursday
7173,Monday
15511,Thursday
7092,Monday
12895,Friday
8407,Thursday
6216,Sunday
2385,Wednesday
13501,Sunday
14504,Friday
13530,Wednesday
9775,Saturday
15842,Friday
3703,Tuesday
15976,Wednesday
10481,Sunday
2625,Sunday
11092,Monday
6053,Monday
8649,Sunday
6265,Wednesday
6021,Sunday
16150,Wednesday
4014,Wednesday
9657,Saturday
3579,Thursday
3753,Saturday
6104,Thursday
2350,Tuesday
14788,Friday
14457,Wednesday
12366,Tuesday
5080,Saturday
5696,Monday
12314,Monday
13521,Wednesday
5136,Saturday
8549,Sunday
3800,Thursday
11119,Thursday
2720,Thursday
4117,Monday
964,Wednesday
1866,Thursday
14130,Monday
3222,Tuesday
5033,Sunday
11382,Saturday
4748,Sunday
267,Thursday
16058,Wednesday
15447,Wednesday
6963,Sunday
12300,Monday
11384,Friday
8624,Thursday
5184,Friday
8567,Friday
9865,Monday
9526,Thursday
7281,Saturday
13619,Sunday
11322,Friday
3667,Wednesday
9545,Sunday
14752,Friday
5643,Wednesday
10186,Sunday
8175,Tuesday
2196,Friday
9330,Tuesday
8001,Thursday
3087,Wednesday
3574,Tuesday
6127,Saturday
16176,Monday
14990,Sunday
11349,Wednesday
1240,Tuesday
15020,Saturday
15967,Friday
1548,Friday
15619,Monday
9691,Monday
8498,Tuesday
971,Tuesday
5145,Thursday
3644,Thursday
9318,Thursday
4541,Thursday
13067,Wednesday
15094,Monday
14563,Friday
14239,Friday
6115,Thursday
10214,Thursday
8714,Sunday
891,Saturday
8605,Sunday
7246,Monday
5071,Friday
11302,Saturday
2074,Friday
15589,Thursday
7814,Thursday
1600,Wednesday
2424,Tuesday
1335,Saturday
14357,Tuesday
1839,Thursday
13492,Wednesday
4276,Tuesday
16730,Friday
9985,Saturday
10796,Saturday
15518,Tuesday
1740,Friday
7802,Tuesday
327,Friday
13526,Monday
2526,Tuesday
14358,Tuesday
3191,Thursday
12677,Tuesday
14337,Saturday
15598,Saturday
10937,Tuesday
12515,Friday
12646,Monday
3653,Monday
3316,Friday
3764,Sunday
1173,Sunday
251,Monday
5335,Friday
13438,Thursday
2031,Monday
5457,Monday
1519,Tuesday
13466,Saturday
1956,Monday
13619,Friday
1575,Sunday
3107,Saturday
16639,Saturday
7357,Tuesday
10478,Friday
6654,Thursday
943,Monday
2342,Monday
14007,Saturday
8059,Friday
8311,Thursday
13191,Tuesday
6185,Friday
16082,Monday
8399,Monday
13760,Saturday
13386,Sunday
15315,Thursday
7294,Thursday
10889,Monday
7424,Tuesday
9267,Monday
12215,Saturday
15328,Friday
384,Friday
12809,Monday
11977,Friday
4349,Wednesday
3777,Monday
5173,Sunday
6614,Wednesday
12910,Wednesday
9746,Monday
2401,Saturday
3920,Wednesday
5542,Wednesday
15270,Thursday
11102,Friday
5213,Friday
6688,Friday
15686,Sunday
11602,Wednesday
11481,Thursday
3298,Thursday
8227,Friday
13378,Tuesday
9074,Friday
8088,Tuesday
9352,Thursday
10501,Wednesday
2098,Friday
9347,Thursday
14370,Thursday
11403,Monday
1528,Tuesday
6510,Thursday
9683,Monday
9252,Wednesday
9444,Monday
6360,Saturday
7672,Thursday
8199,Friday
7270,Wednesday
7813,Wednesday
14079,Friday
5275,Wednesday
716,Saturday
9932,Friday
5992,Monday
15422,Wednesday
8795,Friday
7683,Sunday
14381,Wednesday
14405,Saturday
9234,Sunday
3201,Wednesday
12620,Monday
4778,Saturday
9454,Sunday
10053,Wednesday
6908,Saturday
3889,Thursday
1468,Monday
7972,Monday
10437,Sunday
9373,Wednesday
13880,Monday
15511,Monday
8135,Friday
9904,Wednesday
2583,Sunday
13304,Sunday
3677,Monday
12927,Wednesday
7339,Saturday
2357,Thursday
4170,Thursday
1299,Thursday
10338,Saturday
2151,Thursday
9997,Monday
2327,Thursday
10826,Monday
11407,Thursday
5838,Thursday
2926,Sunday
13926,Monday
13770,Friday
13971,Thursday
1303,Wednesday
15713,Monday
12154,Friday
8547,Monday
7058,Sunday
9692,Saturday
12906,Sunday
4707,Friday
5365,Wednesday
9834,Saturday
110,Saturday
4763,Tuesday
1871,Friday
10280,Friday
7200,Friday
11544,Tuesday
9928,Wednesday
4955,Saturday
7546,Friday
6394,Monday
8422,Wednesday
12103,Thursday
3559,Friday
16404,Tuesday
4704,Friday
5796,Sunday
7601,Monday
5347,Monday
11379,Sunday
16404,Monday
15900,Sunday
14915,Monday
1305,Wednesday
5781,Thursday
1241,Monday
10390,Monday
15311,Monday
13531,Tuesday
12890,Friday
5637,Friday
10449,Sunday
2457,Wednesday
15563,Tuesday
466,Saturday
13478,Monday
7715,Wednesday
12480,Wednesday
13099,Tuesday
2919,Wednesday
15683,Saturday
12943,Friday
3784,Monday
5791,Friday
8382,Sunday
12074,Wednesday
2679,Tuesday
2374,Friday
12920,Saturday
2125,Thursday
16075,Monday
7267,Monday
5451,Saturday
9188,Friday
1006,Thursday
1983,Friday
3596,Wednesday
14137,Tuesday
15448,Thursday
10921,Wednesday
14688,Monday
2408,Sunday
7973,Saturday
12554,Wednesday
1720,Thursday
5045,Saturday
6658,Saturday
4893,Sunday
16293,Friday
175,Saturday
13540,Wednesday
3317,Saturday
14844,Monday
15091,Thursday
9032,Thursday
886,Tuesday
614,Monday
11660,Wednesday
